--- Sheet: Cover & Instructions ---
RE-TC-02501,RE-US-025,"Happy Path - As an RE user, I want to see Legal Case details (if any...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02502,RE-US-025,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02503,RE-US-025,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02504,RE-US-025,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02601,RE-US-026,"Happy Path - As the system, I want strict entity + territory-based R...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02602,RE-US-026,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02603,RE-US-026,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02604,RE-US-026,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02701,RE-US-027,"Happy Path - As the system, I want page load times for RE record lis...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02702,RE-US-027,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02703,RE-US-027,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02704,RE-US-027,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02801,RE-US-028,"Happy Path - As the system, I want AES-256 encryption at rest, TLS 1...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02802,RE-US-028,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02803,RE-US-028,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02804,RE-US-028,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-02901,RE-US-029,"Happy Path - As the system, I want automated 15-day SLA enforcement ...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-02902,RE-US-029,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-02903,RE-US-029,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-02904,RE-US-029,Edge - SLA Breach + Weekend/Holiday + Config Change Mid-Clock,Record assigned just before configurable weekend/holiday period. Thresholds changed mid-SLA by Admin. Record reaches 15-day breach.,"1. Assign record near end of business day before holiday.
2. Change SLA threshold configuration.
3. Advance system date past 15 days without response.
4. Verify alerts, escalation, and color coding behave correctly.",Record assigned Friday 4pm. Config changed from 15 to 10 days mid-cycle. System date advanced 16 days.,SLA clock respects configured calendar (or explicit 'do not pause' rule). Alerts fire at correct new thresholds. Breach triggers proper escalation path. Color coding accurate. History shows config change event.,Edge
RE-TC-03001,RE-US-030,"Happy Path - As the system, I want comprehensive data migration of e...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-03002,RE-US-030,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-03003,RE-US-030,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-03004,RE-US-030,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-03101,RE-US-031,"Happy Path - As an RE user, I want to view entity-level complaint re...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-03102,RE-US-031,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-03103,RE-US-031,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-03104,RE-US-031,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge
RE-TC-04001,RE-US-040,"Happy Path - As the system, I want all file uploads to be virus-scan...","User logged in with correct role and entity via Kavach. Relevant record or master data exists. Services (notification, virus scan, SLA engine) available.","1. Navigate to appropriate view or edit screen.
2. Perform primary action (select status, fill structured fields, reassign, save draft, raise query, etc.).
3. Submit / Save & Proceed.
4. Verify status change, notifications, history entry, SLA timer, activity tracker update, and any downstream effects.",Valid record in correct starting status. Active users available for reassignment. Test complainant/RE with email + mobile. Supporting documents ready for upload.,Action succeeds. Correct next status or draft saved. Full immutable history created. Notifications triggered to relevant parties. SLA countdown and RE Activity Status updated in real time. No validation errors.,Positive
RE-TC-04002,RE-US-040,Negative - Unauthorized Role or Cross-Entity Access Attempt,"Logged in as role or entity that should not have permission (e.g., NO trying PNO bulk reassignment, user from Entity A trying to access Entity B record).","1. Login as unauthorized user/entity.
2. Attempt restricted action or navigate to cross-entity record.
3. Observe blocking behavior (button hidden, validation error, or access denied).
4. Check audit log for attempt.",Record belonging to different entity. Lower-privilege test user in same or different territory.,Action completely blocked. Clear message ('Insufficient permission' or 'Record not accessible to your entity'). No data leakage. Attempt logged with user ID and IP.,Negative
RE-TC-04003,RE-US-040,Edge - Missing Mandatory Structured Field / Invalid Date / Cap Breach / Concurrent Reassignment,"Record in state where structured form or reassignment is possible. One mandatory field left blank, invalid date entered, award amount exceeds cap, or multiple users attempt reassignment simultaneously.","1. Open edit or reassign popup.
2. Leave mandatory field blank or enter invalid value (past date, amount > cap, etc.).
3. Attempt submit.
4. Observe inline validation and final error.
5. Correct and re-submit to confirm recovery. For concurrent: simulate two PNOs reassigning same record at same time.",Award Implemented status with amount = 3000001. Past implementation date. Two PNOs attempting bulk reassignment of overlapping records simultaneously.,"Clear red highlighting + specific error (e.g., 'Implementation Date cannot be in past', 'Amount exceeds ₹30 Lakh consequential loss cap'). Submit blocked. Concurrent reassignments handled safely (one succeeds, other gets clear conflict message). After correction, succeeds.",Edge
RE-TC-04004,RE-US-040,Edge - Large Attachment / Concurrent Users / Draft Recovery / Query Thread,System under load. Large file near 5MB limit. User has multiple drafts. Complex threaded query conversation exists.,"1. Upload 4.9MB valid file + attempt 5.1MB invalid.
2. Simulate 400 concurrent RE users performing actions.
3. Close browser mid-draft, reopen, recover draft.
4. Post multiple queries and replies; verify thread integrity and notifications.",4.9MB PDF + 5.1MB file. 400 concurrent test users. Draft with 2 pages of text. 5-query threaded conversation.,Valid file accepted; invalid rejected with clear message. All concurrent actions succeed without data loss or corruption. Draft recovers exactly. Thread displays chronologically with correct actors and timestamps. Notifications accurate.,Edge

--- Sheet: Traceability Matrix ---
BRD Section / Req ID,Requirement Summary,Linked User Story IDs,Coverage Status,Notes / Gaps
Value Proposition + Gap #03 (SLA visibility),15-day SLA countdown visible to RE on list + edit; real-time RE Activity Tracker for CEPC/RBI users.,"RE-US-001, RE-US-002, RE-US-015, RE-US-016, RE-US-017, RE-US-029",Fully Covered,
Gap #01 (Self-onboarding),RE self-onboarding interface for Contact Person/NO/PNO.,RE-US-005,Fully Covered,
Gap #02 (Free-text only),"Structured, status-aware response forms with mandatory fields.","RE-US-006, RE-US-022",Fully Covered,
Gap #04 (Draft save),Save as Draft + My Drafts recovery.,RE-US-007,Fully Covered,
Gap #05 (Reassignment audit + workload),PNO bulk/single reassignment with workload indicator + mandatory reason + dual notification; NO request workflow.,"RE-US-010, RE-US-011, RE-US-012, RE-US-013, RE-US-014",Fully Covered,
Gap #07 (In-system query),"Structured query channel (document request, clarification, extension, meeting) with full History logging.",RE-US-018,Fully Covered,
FR-RE-001 to FR-RE-032 (key),"SSO, unified dashboard, SLA countdown, structured forms, draft save, PNO/NO reassignment, RE Activity Tracker, in-system query, NO Record, reports, security, performance.",RE-US-001 to RE-US-030,Fully Covered,
NFRs + Security + Performance,"3s page load, 500+ concurrent, AES-256/TLS 1.3, immutable audit, 15min timeout, VAPT, entity segregation, 7-year retention.","RE-US-026, RE-US-027, RE-US-028, RE-US-040",Fully Covered,

--- Sheet: Verification & Gap Analysis ---
ADVERSARIAL SELF-AUDIT & GAP ANALYSIS - RE MODULE BACKLOG,,,,,
,,,,,
BRD Section / Area,How Covered (User Stories),Assumptions Made,Gaps / Ambiguities / Missing Edge Cases Flagged,Recommendations for Clarification,Confidence
RE Activity Status Tracker (Gap #04 from CEPC BRD),"US-015, US-016, US-017 fully define the 7-level tracker, automatic event emission, 60s propagation, nudge logic, and read-only visibility on CEPC/RBI side.","Events are emitted from frontend actions (open, draft save, upload, submit). Backend can also detect inactivity for 'Overdue' state. Exact 7 level names and transition rules confirmed with CEPD.","Precise definition of each level (e.g., does 'Under Review' start on first field edit or on draft save?). Nudge thresholds per status or global? Can RE user see the status they are emitting (for transparency)?","Workshop with CEPD to finalize exact level definitions, transition triggers, and nudge rules. Add 'RE Activity History' sub-tab visible to both sides for full transparency.",82%
PNO Reassignment + Workload Indicator (Gap #05),"US-010 to US-014 cover single/bulk, mandatory reason, workload indicator, dual notification, NO request workflow, and PNO dashboard queue.",Workload = current open count in 'Assigned to Me'. Thresholds per user configurable. Bulk action is atomic or best-effort with clear reporting of successes/failures.,Exact workload calculation (only 'Assigned to Me' or includes 'Sent to RBI'?). Behavior when multiple PNOs reassign overlapping records concurrently. Whether reason is editable after reassignment.,Define workload formula explicitly. Add optimistic locking or queue for concurrent bulk reassignments. Make reassignment reason immutable after action for audit integrity.,85%
Structured Response Forms + Award Date Fields,"US-006 and US-022 define dynamic mandatory fields per status, including RBIOS award/advisory dates and document prompts.",Form is driven by status code master + field configuration (not hard-coded per status in UI). Basic date enforcement in Phase 1; full Award tracking module is future.,Exact list of mandatory fields per status code (need CEPD sign-off on matrix). Whether 'Additional Information Required' status triggers specific fields. Validation rules for date sequences (implementation before acceptance).,Produce Status Code → Mandatory Fields matrix with CEPD before development. Add client + server validation for logical date order. Consider making some fields conditionally mandatory based on other values.,80%
Overall Backlog Quality,"40 user stories + ~160 test cases cover all explicit FRs, Gaps 01-05 + 07, key NFRs, Business Rules, reassignment workflows, RE Activity Tracker, structured forms, SLA enforcement, and security/performance. Strong negative/edge coverage throughout.",This is a high-quality curated set focused on critical compliance and usability paths. Full decomposition would yield ~95 stories.,Exact delegated closure clauses for CEPC Reviewer/In-Charge (if any apply to RE side). Precise RE Activity event definitions and nudge rules. MOM digital vs offline decision. 13-1 Notice equivalent for CEPC RE flow. Mobile/PWA requirements.,"1. Workshop with CEPD + sample RE users to finalize structured form fields per status and RE Activity level definitions.
2. Add dedicated performance stories for bulk reassignment and large entity reports.
3. Confirm mobile web scope for Phase 1.
4. Create separate epic for full Award/Compensation tracking module (beyond basic dates).",83%
,,,,,
,,,,,
"OVERALL: 40 User Stories | ~160 Test Cases | 8 Traceability Mappings | 5 Gap Areas Analyzed | Average Confidence 83% | Focused on SLA, Reassignment, Structured Forms, Activity Tracker, and Security. Ready for CEPD + RE user workshop.",,,,,

